phage,host,class,dataset,morphology,concentration
NC_026607,CP020567,0,train,Podoviridae,0.001
NC_018275,NZ_KV917375,0,train,Myoviridae,0.001
KX641266,CP027541,1,train,Siphoviridae,0.001
NC_031021,CP030026,1,train,Myoviridae,0.001
KU160658,LC361338,1,train,Myoviridae,0.001
MG812489,NZ_CP023560,0,train,Myoviridae,0.001
MH001459,CP027541,1,train,Myoviridae,0.001
MH727543,CP027541,1,train,Siphoviridae,0.001
MK279846,CP027541,1,train,Myoviridae,0.001
NC_023607,NZ_FOYN01000001,0,train,Siphoviridae,0.001
NC_024365,MTZF01000001,1,train,Siphoviridae,0.001
NC_028972,RXKE01000007,1,train,Podoviridae,0.001
KU998241,CP018032,0,train,Siphoviridae,0.001
MH834622,NBTS02000002,0,train,Siphoviridae,0.001
KU761559,CP027541,1,train,Myoviridae,0.001
MG925349,RKJP01000005,0,train,Podoviridae,0.001
MG925353,CP014475,1,train,Podoviridae,0.001
MG663582,AP009493,1,train,Myoviridae,0.001
MK284521,NZ_CP029604,1,train,Siphoviridae,0.001
MH576953,CP027541,1,train,Podoviridae,0.001
NC_028766,CP020358,0,train,Siphoviridae,0.001
NC_026588,CP024902,0,train,Siphoviridae,0.001
MH229862,AP009493,1,train,Podoviridae,0.001
NC_007810,CP012196,0,train,Podoviridae,0.001
MH509443,NZ_UGVK01000001,0,train,Siphoviridae,0.001
MH834617,CP027541,1,train,Siphoviridae,0.001
KX808129,SIMC01000001,0,train,Podoviridae,0.001
KT365402,CP027541,1,train,Podoviridae,0.001
KY130461,CP027541,1,train,Podoviridae,0.001
MH371123,CP028366,0,train,Myoviridae,0.001
NC_023708,CP027541,1,train,Myoviridae,0.001
NC_026596,CP027541,1,train,Myoviridae,0.001
MH910040,CP027541,1,train,Siphoviridae,0.001
MK310145,CP027541,1,train,Siphoviridae,0.001
NC_000871,RKJP01000005,0,train,Podoviridae,0.001
NC_030919,CP023315,0,train,Siphoviridae,0.001
NC_027385,CP012196,0,train,Siphoviridae,0.001
MH576952,RKJP01000005,0,train,Siphoviridae,0.001
MF140406,CP026100,0,train,Podoviridae,0.001
MK279866,CP027116,0,train,Myoviridae,0.001
KM101118,CP027541,1,train,Siphoviridae,0.001
NC_022328,NZ_NGMG01000001,0,train,Podoviridae,0.001
MK279840,LR134359,0,train,Siphoviridae,0.001
NC_003313,CP012196,0,train,Podoviridae,0.001
NC_003315,CP029620,1,train,Myoviridae,0.001
KU963252,CP030279,0,train,Podoviridae,0.001
MG099934,CP027541,1,train,Siphoviridae,0.001
MH590597,AP009493,1,train,Siphoviridae,0.001
NC_031262,NZ_NQJM01000001,0,train,Myoviridae,0.001
NC_029102,NZ_KN150799,1,train,Podoviridae,0.001
MK310139,CP027541,1,train,Siphoviridae,0.001
NC_028672,CP012196,0,train,Siphoviridae,0.001
NC_018452,CP012196,0,train,Siphoviridae,0.001
NC_005857,CP020358,1,train,Myoviridae,0.001
MF377442,NZ_QEKR01000001,0,train,Myoviridae,0.001
NC_029018,CP027541,1,train,Myoviridae,0.001
MH316563,CP011102,0,train,Podoviridae,0.001
KT281794,CP032788,0,train,Siphoviridae,0.001
MK061410,NZ_CP029604,1,train,Podoviridae,0.001
MF189171,LC361338,1,train,Myoviridae,0.001
JF937102,MH202953,0,train,Siphoviridae,0.001
KT184390,AP009493,1,train,Siphoviridae,0.001
NC_028898,CP023044,1,train,Myoviridae,0.001
NC_025417,CP013922,1,train,Myoviridae,0.001
MH316561,QLNP01000098,0,train,Myoviridae,0.001
KU963257,NZ_CP029604,1,train,Myoviridae,0.001
MG518520,AP009493,1,train,Myoviridae,0.001
KX657795,CP027541,1,train,Podoviridae,0.001
NC_031264,NZ_FLYG01000003,0,train,Podoviridae,0.001
KP027202,CP027541,1,train,Podoviridae,0.001
NC_014595,CP032523,1,train,Siphoviridae,0.001
NC_012788,NZ_CP018725,0,train,Myoviridae,0.001
NC_027296,CP012196,0,train,Podoviridae,0.001
NC_031075,NZ_CM007353,1,train,Myoviridae,0.001
KU865303,CP027541,1,train,Siphoviridae,0.001
NC_013600,CP012196,0,train,Podoviridae,0.001
MK016504,CP027541,1,train,Podoviridae,0.001
MH825697,CP027541,1,train,Podoviridae,0.001
KX557284,NZ_CP029604,1,train,Siphoviridae,0.001
KU998244,NZ_CP029604,1,train,Siphoviridae,0.001
NC_031933,AP014565,0,train,Myoviridae,0.001
MH077578,CP027541,1,train,Myoviridae,0.001
MF975638,AP009493,1,train,Podoviridae,0.001
NC_028677,QUAI01000001,1,train,Siphoviridae,0.001
KF188414,CP019576,0,train,Podoviridae,0.001
NC_018861,LR134359,1,train,Myoviridae,0.001
NC_031230,NZ_CP029604,1,train,Myoviridae,0.001
NC_021803,CP012196,0,train,Siphoviridae,0.001
NC_031264,CP014636,0,train,Podoviridae,0.001
KU963246,MTZF01000001,0,train,Myoviridae,0.001
NC_004683,CP027541,1,train,Siphoviridae,0.001
NC_009543,CP012196,0,train,Siphoviridae,0.001
MK359357,CP027541,1,train,Myoviridae,0.001
NC_013697,NZ_KN046795,1,train,Podoviridae,0.001
MK450433,NZ_QEOC01000001,0,train,Myoviridae,0.001
NC_025429,CP027116,0,train,Podoviridae,0.001
NC_023730,CP022674,0,train,Siphoviridae,0.001
NC_001942,CP012196,0,train,Siphoviridae,0.001
NC_019935,CP012196,0,train,Myoviridae,0.001
MH779509,CP027541,1,train,Podoviridae,0.001
NC_022914,NZ_UHDY01000002,1,train,Podoviridae,0.001
KU985095,CP027541,1,train,Myoviridae,0.001
NC_004588,CP033337,1,train,Myoviridae,0.001
NC_020856,NVUC01000001,1,train,Siphoviridae,0.001
MK359331,CP027541,1,train,Podoviridae,0.001
KC661272,NZ_UHFW01000006,0,train,Podoviridae,0.001
MK359328,CP027541,1,train,Myoviridae,0.001
MF919518,CP027541,1,train,Podoviridae,0.001
NC_031241,NZ_LT571449,1,train,Myoviridae,0.001
KF017927,NZ_UZVX01000004,0,train,Myoviridae,0.001
KR080205,CP027541,1,train,Podoviridae,0.001
MK279903,CP027541,1,train,Siphoviridae,0.001
JN618996,CP027541,1,train,Myoviridae,0.001
MH020242,CP027541,1,train,Myoviridae,0.001
MK279862,LC361338,1,train,Siphoviridae,0.001
NC_008195,CP024679,0,train,Myoviridae,0.001
JN638752,CP027541,1,train,Myoviridae,0.001
MF668272,NZ_CP018725,0,train,Myoviridae,0.001
NC_018838,CP012196,0,train,Myoviridae,0.001
NC_006940,NZ_FNSA01000003,0,train,Siphoviridae,0.001
MK279857,CP017065,0,train,Myoviridae,0.001
NC_027379,CP021694,1,train,Siphoviridae,0.001
MK524514,NZ_CP023484,0,train,Podoviridae,0.001
KT279576,NC_011184,0,train,Siphoviridae,0.001
NC_031253,CP020928,0,train,Podoviridae,0.001
KJ538722,CP027541,1,train,Siphoviridae,0.001
JF937093,CP027541,1,train,Podoviridae,0.001
NC_023841,KP691602,1,train,Siphoviridae,0.001
NC_004462,AP017920,1,train,Podoviridae,0.001
MH077583,NZ_LT629758,0,train,Myoviridae,0.001
MH001451,CP027541,1,train,Siphoviridae,0.001
NC_031074,CP032788,0,train,Podoviridae,0.001
NC_011270,NC_011184,0,train,Podoviridae,0.001
JQ512844,CP027541,1,train,Myoviridae,0.001
KJ194579,CP029760,0,train,Siphoviridae,0.001
NC_022774,MH841968,0,train,Myoviridae,0.001
NC_015253,NZ_UFTK01000001,0,train,Siphoviridae,0.001
MK305887,CP027541,1,train,Siphoviridae,0.001
NC_019512,NJFC02000001,1,train,Myoviridae,0.001
KY087993,CP027541,1,train,Siphoviridae,0.001
NC_009231,NBTS02000002,1,train,Myoviridae,0.001
MF919521,CP017065,0,train,Siphoviridae,0.001
NC_007055,CP026100,0,train,Myoviridae,0.001
KR080200,RXKE01000007,0,train,Myoviridae,0.001
MH834609,QLNP01000098,1,train,Siphoviridae,0.001
NC_023549,NZ_MDHL01000001,1,train,Siphoviridae,0.001
JF704104,NC_014640,0,train,Myoviridae,0.001
NC_023702,CP027541,1,train,Siphoviridae,0.001
NC_027362,CP012196,0,train,Myoviridae,0.001
NC_031224,LC361338,1,train,Myoviridae,0.001
KR997933,NJFC02000001,0,train,Siphoviridae,0.001
JX307704,CP027541,1,train,Podoviridae,0.001
KX670787,LC361338,1,train,Podoviridae,0.001
NC_005294,NZ_MDHL01000001,0,train,Podoviridae,0.001
KM197169,CP027541,1,train,Siphoviridae,0.001
NC_031109,NZ_CP029604,1,train,Podoviridae,0.001
MH727545,CP029449,0,train,Myoviridae,0.001
MK359361,CP027541,1,train,Podoviridae,0.001
NC_011020,CP027541,1,train,Siphoviridae,0.001
NC_004112,CP017065,1,train,Siphoviridae,0.001
MF668283,CP027541,1,train,Myoviridae,0.001
NC_031120,NC_010163,0,train,Siphoviridae,0.001
JN572061,CP027541,1,train,Podoviridae,0.001
NC_007062,NZ_CP023560,1,train,Podoviridae,0.001
MK279905,NZ_CP029604,0,train,Myoviridae,0.001
KT020852,NBSQ01000002,0,train,Podoviridae,0.001
NC_026606,LC361338,1,train,Siphoviridae,0.001
NC_024792,CP012196,0,train,Myoviridae,0.001
MG962363,CP027541,1,train,Siphoviridae,0.001
NC_004680,CP027541,1,train,Myoviridae,0.001
KU160648,LC361338,1,train,Myoviridae,0.001
NC_031260,NZ_NGMG01000001,1,train,Myoviridae,0.001
NC_023691,CP027541,1,train,Podoviridae,0.001
NC_004814,CP025095,1,train,Podoviridae,0.001
NC_019545,AP014565,1,train,Siphoviridae,0.001
MF155946,NZ_GG657757,1,train,Siphoviridae,0.001
NC_027350,CP024679,1,train,Siphoviridae,0.001
MH509446,NZ_CP029604,1,train,Podoviridae,0.001
MK279852,CP027541,1,train,Siphoviridae,0.001
NC_031224,NZ_AOLH01000002,0,train,Myoviridae,0.001
MK279866,CP027541,1,train,Myoviridae,0.001
MF185717,CP027541,1,train,Myoviridae,0.001
KX620786,CP027541,1,train,Podoviridae,0.001
NC_007501,CP027029,0,train,Myoviridae,0.001
NC_028693,NZ_LT629739,0,train,Podoviridae,0.001
KT880194,CP027541,1,train,Myoviridae,0.001
MH077579,CP027541,1,train,Siphoviridae,0.001
MK112545,NZ_KN150939,0,train,Podoviridae,0.001
JF937105,CP027541,1,train,Siphoviridae,0.001
NC_011222,NZ_CP023560,0,train,Myoviridae,0.001
NC_031067,CP020451,0,train,Siphoviridae,0.001
MK112545,CP027541,1,train,Podoviridae,0.001
NC_003288,NZ_CP023560,1,train,Podoviridae,0.001
MH825698,NZ_LT629770,1,train,Podoviridae,0.001
NC_011019,CP027541,1,train,Myoviridae,0.001
MH744417,NZ_NQJM01000001,0,train,Siphoviridae,0.001
NC_019726,CP019576,0,train,Podoviridae,0.001
MH051251,CP027541,1,train,Siphoviridae,0.001
NC_018845,CP012196,0,train,Podoviridae,0.001
MH509441,CP027541,1,train,Myoviridae,0.001
NC_008364,CP023315,0,train,Myoviridae,0.001
NC_027386,CP012196,0,train,Siphoviridae,0.001
NC_031031,NC_010163,0,train,Myoviridae,0.001
MK061412,MTKC01000003,1,train,Podoviridae,0.001
JF937099,CP027541,1,train,Siphoviridae,0.001
MF324911,NZ_JNIU01000001,0,train,Podoviridae,0.001
NC_027204,CP027029,0,train,Podoviridae,0.001
MF766044,NZ_OCQN01000001,1,train,Podoviridae,0.001
MG944225,NZ_AOLH01000002,0,train,Podoviridae,0.001
NC_023610,NZ_NQJM01000001,1,train,Myoviridae,0.001
MH834621,QLNP01000098,1,train,Podoviridae,0.001
NC_026608,CP025430,1,train,Siphoviridae,0.001
MF467948,AP009493,1,train,Siphoviridae,0.001
MK359335,NZ_QTTZ01000001,0,train,Siphoviridae,0.001
NC_027620,CP012196,0,train,Myoviridae,0.001
MK112551,CP027541,1,train,Podoviridae,0.001
JF704097,CP027541,1,train,Podoviridae,0.001
NC_025439,NZ_MSEI01000003,1,train,Podoviridae,0.001
MK359299,CP027541,1,train,Siphoviridae,0.001
NC_008198,CP020809,1,train,Podoviridae,0.001
NC_005345,CP012196,0,train,Siphoviridae,0.001
NC_030944,NZ_CP029604,1,train,Siphoviridae,0.001
NC_027292,CP012196,0,train,Myoviridae,0.001
MG099951,NZ_UFTK01000001,0,train,Siphoviridae,0.001
MG962376,CP027541,1,train,Myoviridae,0.001
KU963263,NZ_FLYG01000003,0,train,Siphoviridae,0.001
NC_023581,CP009257,1,train,Siphoviridae,0.001
NC_031039,CP012196,0,train,Podoviridae,0.001
NC_027363,CP021694,1,train,Podoviridae,0.001
MH669004,NZ_MIGA01000001,1,train,Myoviridae,0.001
KX670788,CP027541,1,train,Siphoviridae,0.001
NC_024357,NZ_LT629758,0,train,Podoviridae,0.001
MK524497,CP027541,1,train,Siphoviridae,0.001
NC_021535,NBSQ01000002,0,train,Siphoviridae,0.001
NC_025429,SIMC01000001,1,train,Podoviridae,0.001
MH450125,LC361338,1,train,Myoviridae,0.001
MK450422,NZ_UFTK01000001,0,train,Siphoviridae,0.001
NC_011802,NZ_FNRZ01000004,0,train,Podoviridae,0.001
JN699004,CP031023,0,train,Myoviridae,0.001
NC_011292,NZ_KI421518,0,train,Podoviridae,0.001
NC_009551,NZ_UHFO01000001,0,train,Myoviridae,0.001
MF766048,NZ_OCQN01000001,1,train,Siphoviridae,0.001
MF919501,CP027541,1,train,Podoviridae,0.001
JF704112,NZ_CP023484,0,train,Myoviridae,0.001
MH825705,CP027541,1,train,Myoviridae,0.001
NC_024212,NZ_UGJA01000003,1,train,Podoviridae,0.001
MG925340,NZ_BCTM01000001,0,train,Siphoviridae,0.001
MH590594,NZ_CP029604,0,train,Myoviridae,0.001
NC_001418,CP012196,0,train,Podoviridae,0.001
MK112526,LC361338,1,train,Siphoviridae,0.001
KR080203,CP023558,0,train,Siphoviridae,0.001
NC_023582,POWA01000006,0,train,Myoviridae,0.001
KT361920,CP027541,1,train,Myoviridae,0.001
NC_028827,CP012196,0,train,Podoviridae,0.001
KX550082,QUAI01000001,1,train,Podoviridae,0.001
KM597530,NVUC01000001,0,train,Myoviridae,0.001
NC_020478,NZ_UZVX01000004,0,train,Myoviridae,0.001
MH077576,NZ_ALPT02000001,0,train,Siphoviridae,0.001
NC_028907,CP027541,1,train,Siphoviridae,0.001
MG757160,CP027541,1,train,Podoviridae,0.001
NC_021856,CP012196,0,train,Podoviridae,0.001
NC_009884,NZ_OCQN01000001,0,train,Siphoviridae,0.001
NC_023555,CP028813,1,train,Podoviridae,0.001
MG944226,CP022426,0,train,Myoviridae,0.001
NC_012784,NZ_CP023560,1,train,Siphoviridae,0.001
NC_019496,NC_000001,0,train,Myoviridae,0.001
NC_023568,CP014038,1,train,Myoviridae,0.001
NC_031028,CP029760,0,train,Myoviridae,0.001
NC_026421,MF925712,1,train,Myoviridae,0.001
NC_029067,NZ_LK391965,1,train,Siphoviridae,0.001
NC_027360,CP030026,1,train,Siphoviridae,0.001
MF324904,QUAI01000001,1,train,Myoviridae,0.001
NC_019513,CP023315,0,train,Podoviridae,0.001
KT184391,CP012196,0,train,Myoviridae,0.001
NC_001650,MF925712,1,train,Siphoviridae,0.001
MH590589,AP009493,1,train,Podoviridae,0.001
MF668272,CP027541,1,train,Myoviridae,0.001
KU935731,CP027541,1,train,Podoviridae,0.001
KT438501,CP027541,1,train,Podoviridae,0.001
NC_005069,CP012196,0,train,Myoviridae,0.001
NC_028744,MTKC01000003,0,train,Podoviridae,0.001
NC_025427,SIMC01000001,1,train,Podoviridae,0.001
NC_028912,CP027541,1,train,Siphoviridae,0.001
MH271318,NZ_CP029604,1,train,Myoviridae,0.001
NC_016767,CP023567,1,train,Siphoviridae,0.001
KU935729,CP025430,0,train,Myoviridae,0.001
MF919531,CP027541,1,train,Podoviridae,0.001
MK433261,QUAI01000001,0,train,Myoviridae,0.001
NC_019538,CP006870,1,train,Podoviridae,0.001
MK433267,NZ_ADEZ01000001,0,train,Podoviridae,0.001
MH910037,CP011458,0,train,Podoviridae,0.001
NC_031034,CP012196,0,train,Myoviridae,0.001
NC_022747,CP012196,0,train,Siphoviridae,0.001
NC_024711,SDYW01000001,1,train,Myoviridae,0.001
MF189174,CP014201,0,train,Myoviridae,0.001
MG925349,CP027541,1,train,Podoviridae,0.001
KR063280,CP032410,0,train,Myoviridae,0.001
NC_031069,LS483339,1,train,Myoviridae,0.001
NC_028689,CP027541,1,train,Podoviridae,0.001
MH834607,QLNP01000098,1,train,Myoviridae,0.001
NC_022971,CP012196,0,train,Myoviridae,0.001
KX557281,NZ_CP029604,1,train,Podoviridae,0.001
KJ538723,CP027541,1,train,Myoviridae,0.001
MH825711,NZ_CM002276,0,train,Podoviridae,0.001
MH536823,CP020809,0,train,Podoviridae,0.001
KX619650,CP027541,1,train,Podoviridae,0.001
NC_007189,LT906480,1,train,Siphoviridae,0.001
NC_002371,CP030026,1,train,Podoviridae,0.001
MK310140,CP027541,1,train,Siphoviridae,0.001
MH727561,CP027541,1,train,Podoviridae,0.001
NC_020847,CP012196,0,train,Podoviridae,0.001
MH450130,CP027541,1,train,Myoviridae,0.001
MG962366,NC_014640,0,train,Podoviridae,0.001
KR997968,CP027541,1,train,Podoviridae,0.001
NC_022977,CP027541,1,train,Myoviridae,0.001
MF140432,LC361338,1,train,Myoviridae,0.001
KY969628,NZ_JNYC01000004,0,train,Myoviridae,0.001
NC_013195,NZ_CP023560,1,train,Podoviridae,0.001
KR781349,NZ_UWXU01000001,0,train,Siphoviridae,0.001
NC_024371,NZ_KN046795,0,train,Podoviridae,0.001
MF140402,CP027541,1,train,Myoviridae,0.001
NC_027925,KY464958,1,train,Myoviridae,0.001
KU728633,CP027541,1,train,Siphoviridae,0.001
MH727543,NREQ02000002,0,train,Siphoviridae,0.001
MH153799,CP019892,1,train,Myoviridae,0.001
KX620751,CP030279,1,train,Myoviridae,0.001
MH153812,QUAI01000001,1,train,Myoviridae,0.001
MG099949,CP019892,0,train,Siphoviridae,0.001
KY965064,CP027541,1,train,Podoviridae,0.001
NC_021537,NZ_LT629739,0,train,Myoviridae,0.001
MF919522,CP012196,0,train,Siphoviridae,0.001
MH651188,NZ_LT897825,0,train,Myoviridae,0.001
KX683428,CP027541,1,train,Myoviridae,0.001
MH590598,CP026337,0,train,Podoviridae,0.001
NC_019418,CP025095,1,train,Siphoviridae,0.001
MH153799,CP006870,0,train,Myoviridae,0.001
MK524522,CP027541,1,train,Podoviridae,0.001
MH316568,CP020557,0,train,Siphoviridae,0.001
KR080195,CP027541,1,train,Podoviridae,0.001
MH513972,NZ_FNOF01000001,0,train,Siphoviridae,0.001
NC_031226,NZ_CP029604,1,train,Siphoviridae,0.001
MK284520,NZ_CP029604,1,train,Siphoviridae,0.001
NC_009811,CP019892,0,train,Myoviridae,0.001
NC_004586,CP033337,1,train,Siphoviridae,0.001
MG839023,CP023558,0,train,Podoviridae,0.001
NC_021339,NZ_CM001889,1,train,Myoviridae,0.001
KX557272,NZ_CP029604,1,train,Podoviridae,0.001
MH001457,NZ_CM001889,1,train,Siphoviridae,0.001
NC_007346,CP012196,0,train,Siphoviridae,0.001
NC_021867,CP012196,0,train,Podoviridae,0.001
MK279903,QOUU01000001,0,train,Siphoviridae,0.001
NC_017978,NZ_FNOF01000001,0,train,Siphoviridae,0.001
NC_026017,RXKE01000007,0,train,Myoviridae,0.001
KU963245,NZ_CP029604,1,train,Myoviridae,0.001
MK524492,CP027541,1,train,Myoviridae,0.001
MF472892,NZ_JYBP01000003,0,train,Myoviridae,0.001
MG839029,CP019892,1,train,Siphoviridae,0.001
MH020249,CP027541,1,train,Podoviridae,0.001
MK310146,NZ_KN150799,0,train,Siphoviridae,0.001
NC_027370,CP012196,0,train,Siphoviridae,0.001
NC_013698,NZ_MDHL01000001,1,train,Siphoviridae,0.001
NC_005879,CP012196,0,train,Siphoviridae,0.001
KR824843,CP027116,0,train,Myoviridae,0.001
NC_031092,CP017605,0,train,Myoviridae,0.001
NC_031945,CP012196,0,train,Siphoviridae,0.001
JF937094,CP027541,1,train,Siphoviridae,0.001
KJ194581,CP027541,1,train,Siphoviridae,0.001
NC_022763,CP012196,0,train,Myoviridae,0.001
KU160670,NZ_OCQN01000001,0,train,Siphoviridae,0.001
MK112543,CP027541,1,train,Myoviridae,0.001
NC_028905,NBTS02000002,1,train,Myoviridae,0.001
MH727550,MF925712,0,train,Siphoviridae,0.001
NC_028698,CP030026,1,train,Myoviridae,0.001
MK359349,CP027541,1,train,Myoviridae,0.001
NC_028920,CP027541,1,train,Siphoviridae,0.001
MH513975,CP027541,1,train,Siphoviridae,0.001
MF189177,LC361338,1,train,Siphoviridae,0.001
NC_024390,QMJJ01000001,1,train,Podoviridae,0.001
NC_007967,CP020567,1,train,Podoviridae,0.001
NC_031924,NZ_KN046823,0,train,Siphoviridae,0.001
MK279910,NZ_CP029289,0,train,Myoviridae,0.001
MH590599,AP009493,1,train,Myoviridae,0.001
NC_024389,AP017936,1,train,Myoviridae,0.001
NC_023732,NZ_JMSZ01000016,0,train,Siphoviridae,0.001
NC_028865,NZ_FNSA01000003,1,train,Myoviridae,0.001
MK359319,NZ_NGMG01000001,0,train,Siphoviridae,0.001
NC_019490,NZ_KV917376,0,train,Podoviridae,0.001
MH153803,CP019892,1,train,Myoviridae,0.001
NC_031280,CP009257,1,train,Siphoviridae,0.001
KY549153,QUAI01000001,1,train,Podoviridae,0.001
KU998248,NZ_CP029604,1,train,Podoviridae,0.001
MG757153,NZ_GG657757,1,train,Podoviridae,0.001
MH155870,CP014567,0,train,Podoviridae,0.001
MG925352,CP022580,0,train,Myoviridae,0.001
GQ303259,CP027541,1,train,Myoviridae,0.001
MK359336,CP027541,1,train,Podoviridae,0.001
MF324902,QUAI01000001,1,train,Myoviridae,0.001
NC_020489,CP001312,1,train,Siphoviridae,0.001
NC_031238,LT906480,0,train,Myoviridae,0.001
NC_004688,CP006870,0,train,Siphoviridae,0.001
KT281794,CP027541,1,train,Siphoviridae,0.001
MF190168,NZ_UFTQ01000001,0,train,Myoviridae,0.001
MF140413,CP027541,1,train,Myoviridae,0.001
NC_016761,CP030026,1,train,Podoviridae,0.001
MH371121,NZ_CM002276,0,train,Siphoviridae,0.001
NC_023594,LR134303,1,train,Siphoviridae,0.001
KU985090,CP027541,1,train,Myoviridae,0.001
MH651166,CP031023,0,train,Podoviridae,0.001
KT186229,CP012196,0,train,Podoviridae,0.001
NC_031939,NZ_LT629739,0,train,Siphoviridae,0.001
MF140435,NZ_MIGA01000001,0,train,Siphoviridae,0.001
NC_023709,CP027541,1,train,Siphoviridae,0.001
NC_023733,CP013922,0,train,Podoviridae,0.001
KY204247,NZ_JYBP01000003,0,train,Siphoviridae,0.001
NC_009875,NZ_CP023560,1,train,Podoviridae,0.001
MH316566,CP012831,0,train,Siphoviridae,0.001
MH271321,CP019892,1,train,Siphoviridae,0.001
MH513980,CP027541,1,train,Siphoviridae,0.001
MG812493,CP027541,1,train,Myoviridae,0.001
NC_028922,AP014565,0,train,Myoviridae,0.001
MK524493,CP027541,1,train,Myoviridae,0.001
NC_027332,CP009257,1,train,Myoviridae,0.001
NC_018280,CP011102,0,train,Siphoviridae,0.001
NC_019512,CP020557,0,train,Myoviridae,0.001
MK524500,CP027541,1,train,Myoviridae,0.001
KP027195,NREQ02000002,0,train,Podoviridae,0.001
MH045563,NZ_GL545251,0,train,Podoviridae,0.001
JF937108,NZ_LR215978,0,train,Siphoviridae,0.001
NC_024787,CP021427,0,train,Siphoviridae,0.001
NC_023706,NZ_CM001149,1,train,Myoviridae,0.001
JQ300538,CP014013,0,train,Siphoviridae,0.001
MH697591,CP027541,1,train,Siphoviridae,0.001
NC_015296,CP017605,0,train,Siphoviridae,0.001
MH536829,CP027541,1,train,Siphoviridae,0.001
NC_027625,CP012196,0,train,Siphoviridae,0.001
JN699004,CP027541,1,train,Myoviridae,0.001
MH536815,AP009493,1,train,Podoviridae,0.001
MF919490,CP027541,1,train,Myoviridae,0.001
MG198776,CP012196,0,train,Podoviridae,0.001
MK310142,CP019892,0,train,Myoviridae,0.001
NC_029047,CP012196,0,train,Myoviridae,0.001
MH779510,CP023315,0,train,Siphoviridae,0.001
NC_007808,CP012196,0,train,Siphoviridae,0.001
MH590587,CP014567,0,train,Siphoviridae,0.001
MF072690,CP027541,1,train,Siphoviridae,0.001
MK359300,CP027541,1,train,Myoviridae,0.001
KX611788,QUAI01000001,1,train,Myoviridae,0.001
NC_031238,CP027541,1,train,Myoviridae,0.001
NC_024386,CP014636,0,train,Podoviridae,0.001
KM463009,NZ_LT629770,0,train,Podoviridae,0.001
MK016490,CP027029,0,train,Siphoviridae,0.001
MH727549,NZ_FOTC01000001,0,train,Podoviridae,0.001
NC_024384,CP027029,1,train,Podoviridae,0.001
NC_028936,CP027541,1,train,Myoviridae,0.001
NC_008201,NZ_FNRZ01000004,0,train,Podoviridae,0.001
MH051264,CP027541,1,train,Siphoviridae,0.001
MK359354,CP027541,1,train,Myoviridae,0.001
NC_027294,CP012196,0,train,Podoviridae,0.001
KR997967,CP027541,1,train,Podoviridae,0.001
KR080202,CP027541,1,train,Myoviridae,0.001
MF189179,CP022674,0,train,Podoviridae,0.001
NC_028953,CP023315,0,train,Myoviridae,0.001
NC_003524,CP019576,1,train,Podoviridae,0.001
MH045555,NZ_QTTZ01000001,1,train,Podoviridae,0.001
KT222940,CP027541,1,train,Siphoviridae,0.001
MK016499,CP027541,1,train,Myoviridae,0.001
KU160671,LC361338,1,train,Podoviridae,0.001
NC_021562,CP012196,0,train,Myoviridae,0.001
NC_008194,CP027541,1,train,Siphoviridae,0.001
KU998251,NZ_CP029604,1,train,Podoviridae,0.001
NC_028917,NZ_CP023560,1,train,Myoviridae,0.001
